N_N, Type_Host,Type_Loc,Type_Dir_cluster,Type_Dir,Type_NS,P_of_Sp,P_of_Sp_cluster,Host_Lemma,Host_Trans,
817,bodypart,in_container,absence of movement,ess,,n,n,ре́ка,"живот_ желудок; утроба_ брюхо",
818,bodypart,in_container,absence of movement,ess,,n,n,ре́ка,"живот_ желудок; утроба_ брюхо",
819,geo,in_inside.location,absence of movement,ess,,n,n,речIчIа,пещера,
820,geo,in_inside.location,absence of movement,ess,,n,n,речIчIа,пещера,
821,geo,in_inside.location,absence of movement,ess,,n,n,речIчIа,пещера,
822,text,inter_abstract,,ess,,v-PROGR.CVB-INAN.FUT.PTSP-N,verbal forms,маси>масатахоб,рассказывать,
823,text,,,,mediative,v-PROGR.CVB-INAN.FUT.PTSP-N,verbal forms,маси>масатахоб,рассказывать,
824,abstract,,,,mediative,v-PROGR.CVB-INAN.FUT.PTSP-N,verbal forms,игьи>игьатахоб,работать>работа,
825,container,in_container,motion towards (lat__term),lat,,n,n,хъурщ,выдвижной ящик (стола_ шкафа),
826,container,in_container,absence of movement,ess,,n,n,ссанду́кI,сундук,
827,building_хозпостройки,in_container,motion towards (lat__term),lat,,n,n,хIарццин,"стойло; ясли в хлеву (кормушка для скота)",
828,building,in_room,absence of movement,ess,,n,n,машкид,мечеть,
829,container_dish,in_container,motion towards (lat__term),lat,,n,n,цIантIур,тарелка,
830,container,in_container,motion towards (lat__term),lat,,n,n,чанта́,карман_ сума,
831,mass,inter_alienated,absence of movement,ess,,n,n,чIчIарта,жижа,
832,container,in_container,absence of movement,ess,,n,n,чанта́,карман_ сума,
833,human_pro,POSS,,ess,POSS,DEM_GEN__OBL,DEM_OBL,гьущý,3sg.M,
834,>toponym,near,absence of movement,ess,,n,n,Гъа́далълъу ,у теснины,
835,>toponym,near,absence of movement,ess,,n,n,Ка́мсалълъу<камсса,сады у места_ похожего на мельничный лоток'<мельничный лоток,
836,>toponym,near,absence of movement,ess,,n,n,Па́рссалълъу,местность_ покосы (букв. у круч),
837,container,in_container,absence of movement,ess,,n,n,муцIцIу__муцIцIе,кувшин_в_люльке(для сбора мочи)__ куршин,
838,container,in_container,absence of movement,ess,,n,n,гъармасса,сундук,
839,time_span,,,during,,adv,adv,ахара,завтра,
840,time_span,,,during,,adv,adv,ахара,завтра,
841,location_pp,around,prolative__prosecutive,prolat,manner_redupl,adv,adv,бехъу́тІу,кругом_ вокруг,
842,location_pp,around,prolative__prosecutive,prolat,manner_redupl,adv,adv,бехъу́тІу,кругом_ вокруг,
843,location_pp_antropo,,,source,,pp_adv,pp_adv,бесхъе,"позади; сзади_ потом",
844,location_pp,around,prolative__prosecutive,prolat,,adv,adv,бехъутIу,кругом_ вокруг,
845,location_pp,around,prolative__prosecutive,prolat,manner_redupl,adv,adv,бехъутIу,кругом_ вокруг,
846,location_pp,around,prolative__prosecutive,prolat,manner_redupl,adv,adv,бехъутIу,кругом_ вокруг,
847,location_pp_antropo,,,lat,,adv,adv,бесхъе,"позади; сзади_ потом",
848,event,,,source,,v-PST.PTCP,verbal forms,"ва́ннхав<ванх-и́ 
(уродиться)",уродиться ,
849,event,,,source,,v-PST.PTCP,verbal forms,"ва́ннхав<ванх-и́ 
(уродиться)",уродиться ,
850,location_pp_antropo,,,lat,,adv,adv,бесхъе,"позади; сзади_ потом",
851,event,,,source,,v-PST.PTCP,verbal forms,"ва́ннхав<ванх-и́ 
(уродиться)",уродиться ,
852,time_span,,,source,manner_redupl,n,n,гьа́къу,неделя,
853,time_span,,,source,manner_redupl,n,n,гьа́къу,неделя,
854,time_span,,,source,manner_redupl,n,n,гьа́къу,неделя,
855,time_span,,,source,manner_redupl,n,n,гьа́къу,неделя,
856,location_pp_antropo,,,lat,,adv,adv,бесхъе,"позади; сзади_ потом",
857,time_point,,,source,,adv,adv,гье́на,теперь,
858,time_point,,,source,,adv,adv,гье́на,теперь,
859,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
860,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
861,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
862,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
863,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
864,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
865,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
866,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
867,location_pp_gravitational,,,,unclear,pp_adv<DEM,pp_adv,гьеа__гье,наверху__на,
868,location_pp,,source,source,,pp_adv<DEM,pp_adv,гьину,внутри,
869,location_pp,,source,source,,pp_adv<DEM,pp_adv,гьину,внутри,
870,location_pp,,source,source,manner_redupl,pp_adv<DEM,pp_adv,гьину,внутри,
871,dexis,,,source,,adv<DEM,adv,гьу>гьулълъа,это>туда_ там_ тот,
872,time_generic,,,source,manner_redupl,n,n,заман,время_ пора,
873,time_generic,,,source,manner_redupl,n,n,заман,время_ пора,
874,time_span,,,source,manner_redupl,n,n,зив,день,
875,time_span,,,source,,n,n,зив,день,
876,abstract,,,source,,adj_PL,adj_PL,зукIкIу (зу́кIкIукIа́в малый=EMPH-M),малый,
877,time_point,,,source,,adv,adv,инда,когда,
878,time_point,,,source,,adv,adv,инда,когда,
879,,,,,,unclear,unclear,кьватІеру,хлопья,
880,,,,,unclear,unclear,unclear,кьватІеру,хлопья,
881,,,,,unclear,unclear,unclear,кIа́нцIи,прыгать,
882,time_span,,,source,manner_redupl,n,n,минут,минута,
883,time_span,,,source,manner_redupl,n,n,минут,минута,
884,time_span,,,source,manner_redupl,n,n,минут,минута,
885,location_generic,in_inside.location,source,source ,manner_redupl,n,n,муса,место,
886,time_span,,,source,manner_redupl,n,n,пурцIцIу,луна,
887,time_span,,,source,manner_redupl,n,n,пурцIцIу,луна,
888,location_pp_antropo,,source,source,manner_redupl,adv,adv,бехутIу,вслед_ позади_ за(?),
889,time_span,,,source,manner_redupl,n,n,реши,год,
890,time_span,,,source,manner_redupl,n,n,реши,год,
891,time_span,,,source,manner_redupl,n,n,ссагIат,час,
892,location_pp_antropo,,source,source,manner_redupl,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
893,location_pp_antropo,,source,source,,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
894,location_pp_antropo,,source,source,,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
895,location_pp_antropo,,source,source,,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
896,location_pp_antropo,,source,source,manner_redupl,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
897,location_pp_antropo,,source,source,manner_redupl,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
898,location_pp_antropo,,source,source,manner_redupl,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
899,location_pp_antropo,,source,source,manner_redupl,adv_pp,adv,ссе____ссеа,"впереди_ вперед; перед Х_ раньше Х",
900,weapon,in,source,source,,n,n,абтамат,автомат,
901,building,in_room,source,source,,n,n,абтека,аптека,
902,human,,,source,stimulus,n_PL,n_PL,ада́м>адамал,человек>люди,
903,human,,,,stimulus,n_PL,n_PL,ада́м>адамал,человек>люди,
904,building_part_horiz,on,,source,,n,n,амбур,крыша,
905,building_part_horiz,on,source,source,,n,n,амбур,крыша,
906,location_pp_gravitational,under_beneath_down,motion towards (lat__term),lat,,adv<DEM,adv,гьи́кьи,внизу_ вниз_ под,
907,location,on__inter,path,path,,n+ла,n+,анзи>анзилалъи,снег,
908,bodypart__openning,in_hole,source,source,,n,n,анлълъа,рана,
909,location_unclear,,,,stimulus,n,n,анччу,тень,
910,institution,in_institution,,source,,n,n,а́рми,армия,
911,institution,in_institution,,source,,n,n,а́рми,армия,
912,institution,in_institution,,source,,n,n,а́рми,армия,
913,deixis,,source,source,,adv,adv,ару ,здесь,
914,deixis,,source,source,,adv,adv,ару ,здесь,
915,dexis,,source,source,,adv,adv,ару ,здесь,
916,deixis,,fictive motion,abl,,adv,adv,ару ,здесь,
917,deixis,,source,source,,adv,adv,ару ,здесь,
918,location,in_inside.location,source,source,,n,n,базар,рынок,
919,edge_narrow.space,in_inside.location,path,path,,n,n,ба́й,край,
920,edge_narrow.space,in_inside.location,,source,deformation of the orienter,n,n,ба́й,край,
921,edge_narrow.space,in_inside.location,path,path,,n,n,ба́й,край,
922,quantifier,in_inside.location,source,source,,adv,adv,бакъаб,любой,
923,location_generic,in_inside.location,path,path,manner,n,n,бакьи,середина ,
924,location_generic,in_inside.location,path,path,,n,n,бакьи,середина ,
925,location_generic,in_inside.location,path,path,manner,n,n,бакьи,середина ,
926,location_generic,in_inside.location,path,path,manner,n,n,бакьи,середина ,
927,location_generic,in_inside.location,path,path,manner,n,n,бакьи,середина ,
928,location_generic,in_inside.location,unclear,unclear,,n,n,бакьи,середина ,
929,location_generic,in_inside.location,path,path,manner,n,n,бакьи,середина ,
930,event_unpleasant,,,source,stimulus,n_PL,n_PL,бала́гь > балагьабалъи,зло_беда_несчастье > несчастья,
931,event_unpleasant,,,source,stimulus,n_PL,n_PL,бала́гь > балагьабалъи,зло_беда_несчастье > несчастья,
932,event_unpleasant,,,source,stimulus,n,n,бала́гь,зло_беда_несчастье,
933,event_unpleasant,,,source,stimulus,n,n,бала́гь,зло_беда_несчастье,
934,building__institution,in_room,source,source,,n,n,балница,больница_ клиника,
935,institution,in_institution,,source,attr,n,n,банка,банк,
936,animal,,,,stimulus,n,n,бацIа,волк,
937,animal,,,,stimulus,n,n,бацIа,волк,
938,geo,in_inside.location,source,source,,n,n,бēл,гора,
939,location_pp,near,path,path,,adv,adv,бекьар,край_ обочина,
940,edge_narrow.space,,source,source,,n,n,беххи,край (нижний),
941,item,in_inside.location,source,source,,n,n,бешен,гнездо_ постель,
942,item,in_inside.location,source,source,,n,n,бешен,гнездо_ постель,
943,item,in_inside.location,source,source,,n,n,бешен,гнездо_ постель,
944,item,in_inside.location,source,source,,n,n,бешен,гнездо_ постель,
